DateTime,FuelOil,GasOil,BlackCoal,Lignite,Geothermal,NaturalGas,Run-of-River,Dam,LNG,Biomass,Naphta,HardCoal,Asphaltite,Wind,Nuclear,Solar,ImportExport,Total
2016-01-01 00:00:00,179.7,0,470.5,5028.07,482.48,8040.49,615.38,3218.88,0.0,160.34,0,5304.65,46.36,2499.08,0,0.0,0,26045.93
2016-01-01 01:00:00,174.3,0,451.5,4997.36,485.05,6430.37,546.7,3604.49,0.0,162.2,0,5269.6,92.73,2277.69,0,0.0,0,24491.99
2016-01-01 02:00:00,176.1,0,455.5,5018.45,485.97,5814.91,559.95,2865.77,0.0,160.06,0,5165.7,128.06,2278.95,0,0.0,0,23109.42
2016-01-01 03:00:00,175.1,0,455.5,4984.45,479.14,5668.09,551.79,2156.75,0.0,160.21,0,5148.64,134.68,2123.17,0,0.0,0,22037.52
2016-01-01 04:00:00,177.2,0,462.5,4942.55,466.16,5811.11,521.65,1665.71,0.0,162.17,0,5123.66,136.89,2057.8,0,0.0,0,21527.4
2016-01-01 05:00:00,178.0,0,451.5,4949.23,478.42,5899.45,591.53,1809.77,0.0,162.77,0,4917.75,134.68,1987.09,0,0.0,0,21560.19
2016-01-01 06:00:00,192.1,0,466.5,4883.43,479.96,6009.46,575.7,2152.58,0.0,163.88,0,4981.6,4.41,1883.21,0,0.0,0,21792.83
2016-01-01 07:00:00,190.6,0,464.5,4866.64,473.14,6034.4,585.93,1726.42,0.0,160.95,0,5129.63,0.0,1722.24,0,0.0,0,21354.45
2016-01-01 08:00:00,191.4,0,464.5,4691.56,463.26,6464.52,702.13,2664.15,0.0,154.88,0,5156.67,0.0,1514.98,0,0.0,0,22468.05
2016-01-01 09:00:00,189.1,0,459.5,4759.37,455.94,6897.42,1081.65,3905.58,0.0,157.14,0,5284.62,8.83,1427.86,0,0.0,0,24627.01
2016-01-01 10:00:00,193.1,0,462.5,4830.44,449.04,8592.73,1191.11,4273.13,0.0,159.77,0,5290.62,50.78,1196.47,0,0.0,0,26689.69
2016-01-01 11:00:00,191.1,0,443.5,4707.98,478.67,9651.08,1209.29,4997.6,0.0,159.59,0,5320.98,108.19,1068.85,0,0.0,0,28336.83
2016-01-01 12:00:00,192.5,0,449.5,4513.88,475.66,9844.79,1152.35,4977.95,0.0,161.25,0,5300.88,134.68,1038.18,0,0.0,0,28241.62
2016-01-01 13:00:00,198.66,0,447.5,4457.43,474.92,10027.78,1178.36,5438.0,0.0,163.82,0,5311.02,134.68,962.6,0,0.0,0,28794.77
2016-01-01 14:00:00,265.41,0,447.5,4560.01,474.86,9959.92,1205.83,5482.65,0.0,164.65,0,5279.0,136.89,960.93,0,0.0,0,28937.65
2016-01-01 15:00:00,223.62,0,449.5,4711.43,476.07,9786.3,1285.41,5380.04,0.0,165.95,0,5257.69,136.89,961.05,0,0.0,0,28833.95
2016-01-01 16:00:00,214.79,0,462.5,4783.64,477.64,10417.11,1294.48,5889.26,0.0,165.02,0,5342.96,136.89,954.02,0,0.0,0,30138.31
2016-01-01 17:00:00,300.97,0,456.5,4867.02,480.06,10690.66,1216.99,6829.39,0.0,164.88,0,5415.69,136.89,930.61,0,0.0,0,31489.66
2016-01-01 18:00:00,310.53,0,457.5,4909.94,479.52,10742.63,1187.05,6290.97,0.0,163.3,0,5388.88,136.89,832.19,0,0.0,0,30899.4
2016-01-01 19:00:00,258.67,0,482.5,4841.22,479.59,10588.01,1143.34,5880.23,0.0,161.82,0,5427.83,136.89,831.33,0,0.0,0,30231.43
2016-01-01 20:00:00,247.78,0,458.5,4872.1,472.49,10279.96,965.07,5799.47,0.0,158.14,0,5438.67,136.89,850.38,0,0.0,0,29679.45
2016-01-01 21:00:00,275.43,0,454.5,4887.69,474.4,9953.25,872.57,5437.85,0.0,158.74,0,5394.32,136.89,916.71,0,0.0,0,28962.35
2016-01-01 22:00:00,244.55,0,464.5,4834.52,480.69,10020.46,794.87,5391.17,0.0,159.78,0,5357.06,134.68,862.89,0,0.0,0,28745.17
2016-01-01 23:00:00,200.69,0,459.5,4894.22,484.16,9780.07,678.14,4509.81,0.0,157.88,0,5389.01,170.01,841.83,0,0.0,0,27565.32
2016-01-02 00:00:00,169.4,0,453.5,4811.04,479.33,8630.74,577.93,3966.44,0.0,158.4,0,5423.35,194.29,827.78,0,0.0,0,25692.2
2016-01-02 01:00:00,176.4,0,444.5,4889.58,477.76,8286.3,515.36,2901.25,0.0,158.18,0,5343.86,214.17,795.77,0,0.0,0,24203.13
2016-01-02 02:00:00,176.1,0,456.5,4876.4,473.18,8485.12,560.37,2182.89,0.0,158.55,0,4944.12,229.62,776.98,0,0.0,0,23319.83
2016-01-02 03:00:00,178.2,0,465.5,4798.77,469.79,8236.0,541.27,2035.1,0.0,158.55,0,4608.91,245.08,752.76,0,0.0,0,22489.93
2016-01-02 04:00:00,177.8,0,457.5,4762.0,462.75,8506.16,531.05,1800.43,0.0,153.36,0,4594.6,251.7,716.75,0,0.0,0,22414.1
2016-01-02 05:00:00,181.7,0,442.5,4609.31,478.36,9015.11,478.36,1903.14,0.0,155.24,0,4630.85,253.91,690.21,0,0.0,0,22838.69
2016-01-02 06:00:00,194.2,0,445.5,4560.96,475.73,9003.57,438.36,2015.71,0.0,156.71,0,4921.56,253.91,642.57,0,0.0,0,23108.78
2016-01-02 07:00:00,192.8,0,448.5,4660.99,475.54,9269.19,467.64,2025.51,0.0,155.15,0,4929.77,256.12,637.48,0,0.0,0,23518.69
2016-01-02 08:00:00,192.6,0,438.5,4427.63,467.91,10252.15,637.65,3879.43,0.0,153.45,0,5004.63,269.37,679.87,0,0.0,0,26403.19
