DateTime,FuelOil,GasOil,BlackCoal,Lignite,Geothermal,NaturalGas,Run-of-River,Dam,LNG,Biomass,Naphta,HardCoal,Asphaltite,Wind,Nuclear,Solar,ImportExport,Total
2018-01-01 00:00:00,176.6,0,189.5,5226.32,801.09,6926.78,1900.32,4820.4,0.0,210.96,0,5314.05,278.2,1179.51,0,0.0,297.0,27320.73
2018-01-01 01:00:00,174.2,0,205.5,5277.19,803.21,6603.44,1877.83,3644.32,0.0,211.67,0,5715.61,284.82,1148.46,0,0.0,287.0,26233.25
2018-01-01 02:00:00,177.91,0,201.5,5325.47,804.28,6040.77,1708.49,2711.0,0.0,209.89,0,5701.37,278.2,1216.38,0,0.0,169.0,24544.26
2018-01-01 03:00:00,171.5,0,211.5,5265.91,805.61,5938.46,1662.59,2524.37,0.0,211.24,0,5205.43,271.57,1298.11,0,0.0,214.0,23780.29
2018-01-01 04:00:00,165.0,0,307.5,5282.88,806.01,5665.41,1697.96,2462.71,0.0,214.31,0,4804.19,273.78,1220.91,0,0.0,203.0,23103.66
2018-01-01 05:00:00,163.4,0,339.5,5186.43,808.1,5738.26,1623.42,2318.44,0.0,215.37,0,4972.72,273.78,1138.81,0,0.0,201.0,22979.23
2018-01-01 06:00:00,163.6,0,363.5,5145.16,806.36,5897.56,1588.59,2353.83,0.0,215.09,0,5066.64,271.57,1104.43,0,0.0,201.0,23177.33
2018-01-01 07:00:00,163.7,0,364.5,5174.07,806.95,6544.48,1545.98,2219.64,0.0,214.55,0,5135.38,273.78,1109.53,0,0.0,231.0,23783.56
2018-01-01 08:00:00,179.9,0,363.5,5079.02,805.21,7157.77,1730.98,2182.86,1.55,210.8,0,4767.37,278.2,1153.98,0,0.24,346.0,24257.38
2018-01-01 09:00:00,175.1,0,354.5,5141.94,801.11,7589.14,1952.21,2457.9,1.85,216.67,0,5326.18,282.61,1180.34,0,1.46,234.0,25715.01
2018-01-01 10:00:00,177.9,0,356.5,4959.43,787.43,8904.99,2014.13,2663.84,0.0,209.39,0,5572.04,275.99,1115.03,0,1.83,235.0,27273.5
2018-01-01 11:00:00,175.8,0,361.5,4898.07,776.76,9354.41,2142.04,3337.19,1.74,211.82,0,5581.03,275.99,1053.86,0,3.53,232.0,28405.74
2018-01-01 12:00:00,180.4,0,371.5,4869.49,767.04,9562.13,2094.05,3569.16,1.68,214.64,0,5577.67,273.78,1058.09,0,4.18,245.0,28788.81
2018-01-01 13:00:00,177.2,0,350.5,4824.28,766.7,9931.63,2190.03,3402.55,1.71,215.52,0,5654.3,273.78,1001.33,0,5.74,233.0,29028.27
2018-01-01 14:00:00,206.5,0,360.5,4792.84,765.94,9976.94,2198.04,3268.89,1.76,218.07,0,5797.42,271.57,1059.46,0,3.53,230.0,29151.46
2018-01-01 15:00:00,205.5,0,373.0,4863.48,747.89,9851.06,2086.44,3207.37,1.72,209.62,0,5883.62,275.99,1165.78,0,1.91,268.0,29141.38
2018-01-01 16:00:00,183.7,0,366.5,4890.28,750.84,10027.49,1991.64,3690.03,1.8,211.38,0,5857.98,273.78,1210.57,0,0.84,292.0,29748.83
2018-01-01 17:00:00,177.6,0,361.5,4955.27,775.84,10617.75,2218.83,4451.6,1.68,219.17,0,5894.27,260.53,1375.69,0,0.1,257.0,31566.83
2018-01-01 18:00:00,164.9,0,362.5,5044.08,781.35,11079.68,2277.68,5539.18,1.78,234.01,0,5895.4,81.69,1479.08,0,0.0,186.0,33127.33
2018-01-01 19:00:00,180.8,0,362.5,5025.12,792.03,10889.17,2179.91,5638.04,1.76,231.72,0,5914.22,79.48,1584.92,0,0.0,150.0,33029.67
2018-01-01 20:00:00,179.4,0,359.5,5059.43,796.95,10567.49,2151.6,5082.56,1.73,233.58,0,6078.88,81.69,1679.51,0,0.0,156.0,32428.32
2018-01-01 21:00:00,176.0,0,358.5,4970.15,799.59,10332.57,2111.98,4479.06,1.82,237.22,0,6198.44,79.48,1801.53,0,0.0,219.0,31765.34
2018-01-01 22:00:00,181.0,0,361.5,4989.1,801.48,10037.06,1974.87,4406.89,1.59,233.2,0,6299.28,125.85,1919.22,0,0.0,157.0,31488.04
2018-01-01 23:00:00,177.8,0,354.5,4979.55,799.62,9846.56,1980.47,3339.29,0.0,218.15,0,6086.34,183.25,2110.57,0,0.0,68.4,30144.5
