DateTime,FuelOil,GasOil,BlackCoal,Lignite,Geothermal,NaturalGas,Run-of-River,Dam,LNG,Biomass,Naphta,HardCoal,Asphaltite,Wind,Nuclear,Solar,ImportExport,Total
2017-01-01 00:00:00,174.7,0,326.5,4437.11,606.58,9030.97,1375.43,4287.0,0.0,190.07,0,5225.91,229.62,775.84,0,0.0,0.0,26659.73
2017-01-01 01:00:00,173.0,0,365.5,4316.98,603.57,7939.7,1285.53,4019.71,0.0,195.44,0,5403.95,247.29,776.28,0,0.0,0.0,25326.95
2017-01-01 02:00:00,172.8,0,380.5,4309.75,606.51,7573.65,1206.3,3237.36,0.0,196.1,0,5312.13,229.62,753.6,0,0.0,0.0,23978.32
2017-01-01 03:00:00,173.9,0,379.5,4096.79,602.32,7245.38,1150.05,2850.22,0.0,192.13,0,5021.19,225.21,716.15,0,0.0,0.0,22652.84
2017-01-01 04:00:00,171.6,0,378.5,4070.88,604.63,7044.9,1062.12,2662.1,0.0,189.84,0,5004.13,225.21,639.94,0,0.0,0.0,22053.85
2017-01-01 05:00:00,171.5,0,378.5,4056.74,603.68,7331.38,983.15,2687.14,0.0,197.62,0,4689.27,225.21,622.05,0,0.0,0.0,21946.24
2017-01-01 06:00:00,193.6,0,381.5,4050.15,604.36,7418.94,1019.17,2753.88,0.0,192.32,0,4649.09,227.42,569.62,0,0.0,0.0,22060.05
2017-01-01 07:00:00,190.9,0,385.5,4052.58,593.42,7434.42,1056.57,2607.67,0.0,178.6,0,5053.15,225.2,510.35,0,0.0,0.0,22288.36
2017-01-01 08:00:00,195.5,0,380.5,4082.11,592.14,7598.93,1179.41,1917.82,0.0,178.63,0,5484.63,225.21,471.62,0,0.93,0.0,22307.43
2017-01-01 09:00:00,189.2,0,387.5,4174.56,592.58,8478.71,1296.51,1678.31,0.0,183.58,0,5681.63,227.41,398.74,0,3.51,0.0,23292.24
2017-01-01 10:00:00,191.9,0,361.5,4204.43,589.58,8890.5,1258.78,3046.48,0.0,180.55,0,5743.74,227.42,371.24,0,5.33,0.0,25071.45
2017-01-01 11:00:00,190.6,0,386.5,4240.82,587.66,9052.95,1433.16,4164.01,0.0,174.46,0,5761.74,236.25,378.8,0,7.03,0.0,26613.98
2017-01-01 12:00:00,194.2,0,387.5,4300.59,589.45,9514.29,1287.5,4351.01,0.0,178.23,0,6023.79,225.21,390.57,0,8.28,0.0,27450.62
2017-01-01 13:00:00,191.6,0,375.5,4371.06,589.88,10032.1,1252.4,4305.49,0.0,180.34,0,6158.06,225.21,350.15,0,6.87,0.0,28038.66
2017-01-01 14:00:00,190.7,0,381.5,4408.22,588.62,10165.62,1265.63,4245.4,0.0,177.95,0,6149.53,227.42,347.82,0,4.5,0.0,28152.91
2017-01-01 15:00:00,193.2,0,376.5,4429.34,586.49,10172.01,1238.83,4132.77,0.0,174.6,0,6169.53,227.42,310.61,0,2.01,0.0,28013.31
